Pathway,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
Graft-versus-host disease,0.25089902,-0.675013,0.250225,0.10066213,-0.1487729,0.13459322,-0.32695615,-0.12615131,-0.38632226,-0.080954485,-0.36070773,-0.42857483,-0.62639284,0.19907959,0.010295037,0.32032976,-0.38719878,-0.09348774,0.059314717,0.041033015,0.43993324,0.72920483,0.5633215,-0.40102577,0.16330546,0.023657486,-0.24829412,-0.22242466,-0.050126947,-0.53195417,-0.1798533,-0.17703632,0.21448027,0.092345014,-0.3625786,0.2896956,0.20224315,-0.13382727,-0.001338619,0.057389885,-0.31478474,0.23679763,0.2548644,-0.34410533,0.13346931,-0.024532484,-0.04572712,-0.3796885,-0.2945861,0.47376892,0.16025081,0.10966669,0.23768368,0.03573563,-0.12461378,0.2816163,0.06236231,-0.104779355,0.03253405,0.09582558,-0.25795013,-0.24004556,0.47076198,0.3576458
Hematopoietic cell lineage,0.44142637,-0.8436846,0.18983556,0.120902635,-0.16429597,0.058517404,-0.28740054,-0.10836002,-0.5101625,-0.20344627,-0.16019839,-0.35858586,-0.4826157,0.17853294,-0.15545021,0.1760757,-0.39488524,-0.346205,-0.061991144,0.21392971,0.37319395,0.5766887,0.58446634,-0.47063068,0.17240594,0.17002183,-0.30720228,-0.27266523,-0.17331724,-0.44946665,-0.25881177,-0.14253664,0.078703836,0.2299424,-0.3540613,0.1749265,0.079607606,-0.11881831,-0.117503166,0.13956359,-0.26426122,0.1674065,0.23094237,-0.2198345,0.18724184,-0.0750678,0.12621795,-0.16322516,-0.08313323,0.23995236,0.07221468,0.04323449,0.26133984,-0.12453138,-0.13987061,0.3131337,0.19866286,-0.057226013,0.025022471,0.18661682,-0.11616085,-0.21199977,0.5158141,0.4214706
Human T-cell leukemia virus 1 infection,0.31535047,-0.92205083,0.07481485,0.2561297,-0.1924625,0.25214687,-0.015299571,0.10188048,-0.5005081,-0.15675522,-0.3302617,-0.4058595,-0.59660673,0.11123793,-0.023956738,0.20323548,-0.37743807,-0.3351459,-0.08759631,0.04780718,0.22537965,0.6620809,0.2926374,-0.7447767,0.13382858,0.0533982,-0.33977112,-0.208219,-0.057748515,-0.38688284,-0.3028331,-0.1482646,0.043982323,0.45965588,-0.4544864,0.058024276,0.06988048,0.06882506,0.015013614,0.046230856,-0.060876846,0.19977893,0.25411823,-0.3508917,0.08700638,0.08177024,-0.15690519,-0.16349386,-0.14897181,0.26117533,0.013058748,0.19354652,0.13199736,-0.15744469,-0.037303217,0.09319129,0.16555163,-0.089551486,-0.011593835,0.024215639,-0.32797685,-0.13056548,0.52389324,0.31160706
Inflammatory bowel disease,0.39068323,-0.6690043,0.15259302,0.087001614,-0.083473764,0.24092004,-0.18560837,-0.05144325,-0.56491315,-0.2568833,-0.105205566,-0.35209933,-0.55458826,0.27127886,-0.1422256,0.23546565,-0.38341725,-0.22755109,-0.021277443,0.1325756,0.20425624,0.56536794,0.5345825,-0.4755937,0.16870287,0.16308041,-0.28249347,-0.33940965,-0.09391867,-0.41534385,-0.28642657,-0.1432737,0.16699116,0.31349602,-0.44209847,0.21967478,0.1809586,-0.30434093,-0.112339556,0.11933417,-0.2705346,0.09262447,0.10565472,-0.38324153,0.094245054,-0.021520229,0.179438,-0.3594307,-0.27741984,0.33490077,0.03022326,0.2833274,0.21186365,-0.093441196,-0.07795687,0.28124225,0.106399715,-0.059604198,0.030623537,0.17613512,-0.3124383,-0.25476962,0.5316804,0.15952319
Influenza A,0.27962986,-0.7263038,0.106459215,0.38483867,-0.048217237,0.24550654,-0.19059783,0.13630337,-0.5159179,0.3072077,-0.11324732,-0.24870276,-0.37915194,0.14650215,-0.20634063,0.26936042,-0.22405078,-0.018680746,0.10550577,0.20284328,0.24453898,0.8256058,0.4719279,-0.6727556,0.03990546,-0.007417623,-0.3294905,-0.22689606,-0.16385035,-0.6763784,0.11110565,-0.24012952,0.171364,0.2307505,-0.46818164,-0.030497205,-0.012239965,-0.21083799,-0.256973,-0.10025741,-0.2583941,0.09659103,0.2511117,-0.22501697,0.29534045,0.06585291,-0.1816133,-0.26981765,-0.21408482,0.3362406,-0.100698404,-0.037023656,0.0556431,-0.25594684,-0.21240833,0.21624988,0.11995868,0.06532115,0.027238691,0.16748036,-0.5017436,-0.18716411,0.38135895,0.39275992
Intestinal immune network for IgA production,0.42440236,-0.7165517,0.22565183,0.089155205,-0.14276835,0.097837,-0.32342434,-0.06313083,-0.51945645,-0.05733204,-0.23528238,-0.41170946,-0.58407307,0.16874446,-0.043952055,0.36679196,-0.335674,-0.24724256,-0.013633845,0.21573947,0.21036184,0.5247807,0.5179268,-0.5353734,0.15336293,0.20458256,-0.29916346,-0.30422005,-0.09089803,-0.42184415,-0.20139255,-0.24355872,0.13531339,0.22787237,-0.44348446,0.28199726,0.2209208,-0.1866818,-0.23230976,0.2661204,-0.23250191,0.12659177,0.14447214,-0.4242594,0.12389104,-0.24614747,0.12750398,-0.34869283,-0.27030063,0.37894654,0.014308732,0.13096178,0.09805857,-0.09253361,0.1180227,0.24183004,0.2887821,-0.095579065,-0.088633426,0.11688532,-0.2987392,-0.2602847,0.34983692,0.3219615
Leishmaniasis,0.24577548,-0.89685816,0.19003685,0.10807478,-0.24933921,0.09278691,-0.17716777,-0.22142653,-0.30423516,0.042158976,-0.020533878,-0.53692114,-0.42680776,0.2837768,-0.03730648,0.35316348,-0.26175404,-0.14312758,0.076663405,0.29136312,0.23292,0.5556454,0.677918,-0.46631637,0.21170741,0.08637401,-0.4339511,-0.25373384,-0.18257815,-0.5140968,-0.29446456,-0.29821613,0.09179681,0.35792127,-0.32306683,0.32692,0.2640786,-0.31500068,-0.22797006,-0.0857672,-0.19182245,0.19314173,0.12392588,-0.33978483,-0.11568184,0.13876675,0.05878561,-0.20870736,-0.16092925,0.42958683,0.0029031695,0.009329339,0.12385458,-0.033448275,-0.18422268,0.32918528,0.16542928,-0.10829906,-0.060476184,0.1717002,-0.28736904,-0.17761195,0.5783032,0.15096939
Natural killer cell mediated cytotoxicity,0.3270323,-0.82575494,0.2962065,0.33203733,-0.144338,0.2805319,-0.2171381,0.011880066,-0.29734465,0.00023231407,-0.17732087,-0.47831666,-0.5180739,0.24306019,0.008230327,0.20356722,-0.42583063,-0.27581772,-0.07849748,-0.12190742,0.22759895,0.6216324,0.4601031,-0.5596353,0.15316398,0.22345945,-0.21508764,-0.18487872,0.11869089,-0.4769769,-0.100874364,-0.22226512,0.028459314,0.30856484,-0.35849163,0.12305447,0.17297897,-0.04305531,-0.12534495,0.03830558,-0.101787455,0.25538173,0.42749542,-0.1284568,0.15487352,0.088325396,0.12762257,-0.08695624,-0.06566538,0.30802178,0.21286392,-0.048440438,0.0958519,-0.053504046,-0.021348279,0.22407623,0.08251626,0.019670151,-0.16529803,0.11280674,-0.49444374,0.024785323,0.53800005,0.41188964
Phagosome,0.45805743,-0.771073,0.08963564,0.18875828,-0.2138488,-0.026811404,-0.116392195,-0.13576137,-0.5287083,-0.108387575,-0.27687022,-0.36751157,-0.56762564,0.2697202,-0.074346796,0.11145299,-0.31011122,-0.1361919,0.20727322,0.040103517,0.14557204,0.39675584,0.5522168,-0.3951119,0.28866366,-0.031159729,-0.3504448,-0.43132344,-0.3746514,-0.48748252,-0.2360049,-0.2563306,0.15126872,0.3675812,-0.30906433,0.1584371,0.114210956,-0.21731563,0.028225776,0.108972885,-0.300716,0.18833095,0.1599374,-0.2852711,0.06909442,-0.08488235,0.1805951,-0.17825115,-0.10830284,0.3771642,0.21805099,0.18298227,0.24162266,0.039757032,-0.2087748,0.23059832,0.040788785,-0.020079195,0.16483092,0.26004952,-0.38721853,-0.3331014,0.48020998,0.23974861
Primary immunodeficiency,0.23948105,-0.6683522,0.16426297,0.18268852,0.123217046,0.18348415,-0.41290167,-0.18939862,-0.54761046,-0.21614796,-0.25340396,-0.44746804,-0.52663994,0.23486759,-0.17095417,0.33975,-0.26729202,-0.08875073,0.14967008,0.0060223243,0.14553387,0.74208957,0.43229416,-0.6978366,0.22869954,-0.046516377,-0.23225778,-0.4039143,0.011438232,-0.49510956,-0.3053706,-0.11782254,0.22918156,0.117047526,-0.46819794,0.14037153,0.09997929,-0.02406231,-0.10732142,0.008361476,-0.18716049,0.17492887,0.15533419,-0.36215898,0.21548769,0.35185564,0.014787827,-0.16149639,-0.22348459,0.26360795,0.21337499,0.13602163,0.25646713,0.012311572,-0.055576444,0.1410705,-0.00427086,0.027870897,-0.06208967,0.15421523,-0.24587992,-0.28977433,0.5940633,0.44260785
Th1 and Th2 cell differentiation,0.25653517,-0.89784294,0.3196985,0.24020648,-0.1665726,-0.014521423,-0.15775837,-0.02150436,-0.65259796,-0.107371144,-0.20938273,-0.39571804,-0.43921593,0.26511228,-0.08977054,0.2923507,-0.32648617,-0.30835307,-0.00028275975,0.060106456,0.1809372,0.5146375,0.41791394,-0.6315664,0.066169426,0.081775665,-0.24414028,-0.2273994,-0.10284383,-0.47686744,-0.38551125,-0.2838443,0.29797038,0.21360569,-0.43203926,0.14032514,0.14818852,-0.1396433,-0.10619766,0.0071423124,-0.20229952,0.269733,0.17042273,-0.17991821,0.11748605,-0.04514633,-0.029781379,-0.28094783,-0.24235527,0.31822607,0.024321282,0.16310537,0.04619667,-0.041400768,0.019962804,0.06360359,0.21066846,0.0016288434,-0.0015209123,-0.01140196,-0.25546086,-0.30586973,0.4604524,0.36122766
Th17 cell differentiation,0.42449242,-1.0221423,0.051489938,0.10997736,-0.29692715,0.16458195,-0.07817281,-0.14601326,-0.37418422,-0.14016786,-0.1050529,-0.4540669,-0.5767931,0.22556184,-0.04931617,0.19237253,-0.35710314,-0.3457131,0.18013756,0.1780356,0.10476405,0.46915042,0.51258075,-0.52333075,0.20261432,0.16575512,-0.27983406,-0.18942265,-0.0478194,-0.38493866,-0.35320014,-0.37973127,0.12734753,0.28074488,-0.45557553,0.20466755,0.27336648,-0.18349656,-0.13229531,-0.099367455,-0.14064208,0.16375452,0.34697312,-0.3721288,0.06227274,-0.004582142,0.18069264,-0.2865634,-0.16072863,0.29579452,0.13334094,0.064653516,0.020041464,-0.047359087,-0.021115525,0.13519411,0.15866804,-0.0950033,0.05066314,0.08956683,-0.3882714,-0.42176953,0.37661576,0.3258499
Tuberculosis,0.26248702,-0.77984124,0.22121517,0.17879416,-0.20228994,0.25303876,-0.34929615,-0.19100443,-0.53601754,-0.07469672,-0.11405015,-0.44461113,-0.43222713,0.33718455,-0.025644895,0.16857821,-0.08966508,-0.2900904,-0.016099315,0.21346493,0.10979444,0.57409185,0.4919247,-0.53935814,0.16157757,0.11150763,-0.38341224,-0.27668563,-0.14785703,-0.29537097,-0.05494075,-0.058442533,0.06001479,0.26026344,-0.34728736,0.2184612,0.14860205,-0.24448334,-0.15420939,0.013805801,-0.1003872,0.17569599,0.3782501,-0.32587028,0.13745813,-0.13374251,0.1095398,-0.18895015,-0.24870828,0.41816908,0.16418026,0.12685259,0.16664334,-0.11127552,-0.1307722,0.31182447,0.05400361,0.031955212,-0.05328463,0.108093016,-0.3833457,-0.3150353,0.5731925,0.19296095
Type I diabetes mellitus,0.3213458,-0.7707887,0.16900116,0.11391825,-0.16433272,0.22813319,-0.21283239,-0.020350989,-0.43423593,-0.10566355,-0.23884435,-0.50806284,-0.49818853,0.13103047,-0.017923934,0.21038349,-0.3769205,-0.14453432,0.105538204,0.0782552,0.3280232,0.7462312,0.60006803,-0.5572165,0.19667341,0.20044526,-0.16845973,-0.3050514,0.052553687,-0.48588374,-0.12862022,-0.09273991,0.19995748,0.26056007,-0.19615726,0.23150751,0.1358719,-0.1900595,-0.032124724,0.21875402,-0.33026478,0.19432722,0.25977302,-0.19549523,0.08121226,0.00082470267,0.017917467,-0.46901605,-0.19570968,0.420457,0.0253539,0.048265986,0.16296312,-0.11691536,-0.11916973,0.3052615,0.18400912,-0.13734773,-0.018255295,0.009111385,-0.41612044,-0.0032340041,0.50167143,0.31633207
Viral myocarditis,0.50160784,-0.7703858,0.20792243,0.063351534,-0.1053197,-0.00044908046,-0.28030849,-0.048018716,-0.5405987,-0.10159606,-0.18417023,-0.4470354,-0.54968774,0.2516743,-0.107335016,0.36148667,-0.33773762,-0.18002878,-0.10995987,0.13182345,0.37357554,0.58512163,0.63824415,-0.60120344,0.25216976,0.14829749,-0.2713635,-0.2089156,-0.054151,-0.45395526,-0.24072704,-0.2988563,0.3309455,0.28742787,-0.3427083,0.25896686,0.13193382,-0.1755359,-0.025841776,0.18943524,-0.23039474,0.03965615,0.24745725,-0.2961702,0.12454546,-0.06615369,0.016442042,-0.29415342,-0.23170611,0.40092638,-0.029746285,0.208471,0.19967127,0.037489265,0.083550036,0.3002308,0.26053205,0.023998903,0.052231885,-0.032792933,-0.31792575,-0.09163698,0.49090663,0.29756397
Viral protein interaction with cytokine and cytokine receptor,0.33719966,-0.7540507,0.16711167,0.24338812,-0.1173255,0.330866,-0.3329969,-0.12548871,-0.54194635,0.050249048,-0.2433597,-0.54453284,-0.60732627,0.22657889,-0.03578506,0.22298563,-0.287043,-0.3229884,0.21797425,0.07742874,0.1953305,0.7731495,0.41559,-0.4461941,0.17916724,0.27537826,-0.30509102,-0.32475615,-0.07332732,-0.60435,-0.177171,-0.25099745,0.03963444,0.081357665,-0.3692269,0.12893043,0.06828046,-0.040252514,-0.14860784,0.19625981,0.0253085,0.18140347,0.29506627,-0.40030608,0.08884704,0.16825858,-0.24631986,-0.009067651,-0.23878305,0.2615846,-0.1047515,-0.09548321,0.35732195,0.063773915,-0.07832549,0.16256925,0.13017964,-0.11260929,-0.0496098,-0.16001892,-0.29556763,-0.025350798,0.5217623,0.46015587
Alzheimer disease,0.14691855,-0.2830632,-0.9452714,-0.03522203,-0.56651556,-0.33509678,0.85535115,0.16651164,-0.88768363,-0.07239706,0.5949132,-0.89870733,-0.44850987,-0.17611821,-0.26120457,1.186811,0.3319204,-0.20526132,-0.3443809,-0.19725056,0.2732118,0.5336351,0.0027695603,-0.32571712,0.087445654,0.33148026,-0.11709693,-0.42143917,0.7076301,-0.60439104,0.33101994,0.0754614,0.025094356,-0.13328448,-0.5439056,-0.12642843,0.7744371,-0.7750116,0.2969855,0.51044834,-0.09281499,-0.023301627,0.56904435,-0.19069962,0.75992393,-0.311313,-0.075368844,-0.1541342,0.6713418,1.0808407,0.1205771,0.059999462,0.4433822,0.18647617,-0.47108814,-0.8142206,-0.21286082,-0.12528017,-0.084377594,0.5123036,0.42268583,0.09949139,0.80472285,0.5771242
Parkinson disease,0.26766708,-0.22300567,-0.9256951,0.23887834,-0.6237767,-0.42024937,0.7289468,-0.047006626,-0.95638496,0.11376019,0.5992279,-0.8586908,-0.28049067,-0.16400224,-0.031673454,1.1423876,0.27446595,-0.34455094,-0.23172773,-0.20131432,0.58416533,0.60965014,0.14190142,-0.3026552,0.073122166,0.27501822,0.08394994,-0.428269,0.8069943,-0.31812057,0.1960726,-0.07491658,-0.18829642,-0.19854563,-0.6679311,-0.048210885,0.7598417,-0.7144189,0.18952237,0.38085002,-0.0037866742,-0.08539008,0.51671314,-0.53558457,0.6336613,-0.2676919,-0.023225827,0.07846085,0.6005037,1.0358865,0.20263782,0.13679196,0.48393112,0.1575272,-0.3604295,-0.8470097,-0.08889831,-0.08647884,0.089114055,0.53850466,0.57694054,0.10958087,0.7334215,0.5212493
Pathways of neurodegeneration,0.29345748,-0.10186582,-0.9158894,0.088344134,-0.3943681,-0.15957266,0.78665996,-0.09530082,-1.0633504,-0.083119586,0.49835032,-0.87953657,-0.41094923,0.0037524123,-0.1275239,1.2189704,0.05779132,-0.1770358,-0.2611547,-0.14918593,0.71637225,0.51722324,0.06458901,-0.15554205,-0.16871981,0.4138916,0.084367886,-0.554923,0.74133414,-0.44116145,0.3485095,0.031228282,-0.16376083,-0.13261995,-0.510931,-0.07027475,0.848944,-0.75290716,0.13986838,0.28246453,-0.04468065,-0.22251922,0.5729281,-0.4883625,0.7191238,-0.35483578,-0.07244962,-0.03992695,0.7401803,1.0609019,0.19777544,0.18208155,0.36676788,0.1614076,-0.46660927,-0.7937002,-0.12785935,-0.26627102,-0.116363086,0.64792436,0.44698158,0.19537209,0.6378255,0.62436986
Prion disease,0.050094027,-0.122302875,-0.7208011,0.077602684,-0.6550161,-0.27042186,0.80753666,-0.0777188,-1.0270585,0.13919589,0.47457048,-0.9684087,-0.24145244,-0.23442104,-0.17867382,1.1446073,0.33228576,-0.2192829,-0.11345244,-0.16542286,0.49577254,0.8124097,-0.074263535,-0.35120836,-0.0029272044,0.33911294,-0.23009233,-0.34398142,0.9095094,-0.16897035,0.11575529,-0.042011056,-0.037988313,-0.12988509,-0.7281495,-0.03121774,0.70645267,-0.69521147,0.056289695,0.24323678,-0.031906933,-0.047646403,0.4403353,-0.51656216,0.5948505,-0.4451311,-0.17683558,0.14060488,0.7814635,1.181022,0.2119521,0.004320202,0.43372118,0.20051683,-0.48621616,-0.8625362,-0.06734243,-0.08314431,-0.10611349,0.45821908,0.42897424,-0.0016698878,0.68046606,0.42371777
Toxoplasmosis,0.18342619,-0.54121727,0.25464115,0.32020104,-0.31506595,0.14272685,-0.2085543,-0.1751506,-0.41485727,-0.015387651,-0.21307348,-0.3938819,-0.45104527,0.24008822,-0.07572151,0.0027456575,-0.16827308,0.06791528,0.10788386,0.065490015,0.1226749,0.33302167,0.39937845,-0.30116072,0.20419355,0.21264392,-0.23703828,-0.10744818,-0.2823499,-0.36277848,-0.05066947,-0.015620387,-0.028826218,0.29048908,-0.3277385,0.14993362,0.021007238,-0.3147588,0.12255321,-0.031622596,-0.33050737,0.2829811,-0.2748598,-0.6011915,-0.017309276,0.12905346,0.1574971,-0.40175566,-0.07484545,0.596119,0.38557598,0.2202704,0.12893714,0.09934953,-0.26630807,0.19288075,0.40810207,-0.07497924,0.25039554,0.13228421,-0.8018557,-0.30117732,0.39884868,0.10905289
Amphetamine addiction,-0.2108352,-0.03097058,0.108034,0.44801736,0.45966306,0.07022351,-0.2070868,0.80229884,-0.06158109,0.46431968,0.5984243,-0.321248,-0.054952838,-0.04798007,-0.19547461,0.34068996,0.20661426,0.046067208,0.12498758,0.12202809,0.43221274,0.44799387,-0.0066076135,-0.29776207,-0.036084924,0.20244326,-0.44261825,-0.272505,0.2669516,-1.1162688,0.12541042,-0.06242581,-0.4748177,-0.52913064,-0.27346024,-0.15808518,0.64719343,-0.2410179,0.94136214,0.44943896,-0.07842006,-0.86880344,0.25138366,0.3273324,-0.016303249,0.049886495,0.2620553,-0.06313393,-0.31986105,0.5741307,0.8748186,0.07304454,0.37172228,0.2084928,0.61254644,-0.16520292,0.20680888,-0.6630686,-0.098260276,0.028183307,0.47835132,-0.43295392,-0.41889793,0.5085989
Cocaine addiction,-0.2844571,-0.20414172,0.23271684,0.3545045,0.5721004,0.054902226,-0.14210427,0.8195558,-0.13708752,0.442219,0.6804797,-0.29977873,-0.07581438,-0.074454956,-0.34160134,0.54708505,0.23452303,-0.13679548,0.1798662,0.20510127,0.5277566,0.540695,0.06645937,-0.368431,-0.0872143,0.28015304,-0.3717076,-0.51710516,0.30194676,-1.0888743,0.071654506,-0.14493474,-0.5258075,-0.702413,-0.24561752,-0.23332655,0.5137785,-0.35081685,1.0999584,0.5388861,-0.23197876,-0.682177,0.26572776,0.15128957,-0.099658296,0.047855616,0.2729687,-0.10707933,-0.16600208,0.5562127,0.77936584,-0.107147545,0.22884719,0.4922725,0.93616223,-0.055733703,0.17959341,-0.53682137,0.09582129,0.054897457,0.5037253,-0.40365002,-0.45656008,0.61169285
Amyotrophic lateral sclerosis,0.21221118,-0.25418633,-0.9996389,0.05105514,-0.5300159,-0.32608837,0.6756212,0.0018442592,-0.9131256,-0.12260473,0.6417383,-0.74241084,-0.39837277,0.10606388,-0.14258555,1.3105725,0.20382553,-0.17843634,-0.1537663,-0.18072325,0.59753025,0.4990962,-0.03756807,-0.3565654,-0.073422976,0.47831872,-0.021830542,-0.4850121,0.84248453,-0.54615045,0.38432482,-0.051728863,-0.062052812,-0.11513066,-0.4487156,-0.08260296,0.8788086,-0.75794286,0.16293299,0.33597127,-0.11092172,0.03277026,0.554408,-0.33671278,0.7507147,-0.46290702,-0.22111966,-0.1753597,0.58286065,1.0565987,0.006679153,0.018537473,0.61069185,0.09806913,-0.5318693,-0.9117246,-0.19394253,-0.09647959,-0.06482696,0.5888849,0.46156022,0.14720644,0.5805078,0.5233401
Huntington disease,0.17206691,-0.16654885,-0.80357426,0.19426158,-0.63687265,-0.30013198,0.6898258,0.06412172,-0.9351975,0.048830446,0.5851452,-0.92192864,-0.5065353,-0.096848845,-0.27563202,1.1322281,0.26823807,-0.32334888,-0.13117614,-0.11288642,0.63995224,0.6688927,0.06781395,-0.21576573,-0.048908744,0.45138043,0.16844869,-0.4807667,0.8714931,-0.3321316,0.29491112,-0.022714155,-0.096640565,-0.24248803,-0.52738434,-0.060909636,0.7315935,-0.79589903,0.103226,0.46025655,0.19995949,0.0011013676,0.35641477,-0.23671488,0.6641521,-0.425755,0.018141128,-0.08697559,0.73715615,1.1306711,-0.023048397,-0.057663117,0.5733786,0.1566119,-0.33516482,-0.7645754,-0.24478543,-0.17736678,0.09721594,0.49913692,0.3922624,0.06371839,0.7211083,0.50828534
Toll-like receptor signaling pathway,0.0737711,-0.7598406,0.14468803,0.4165857,-0.25457263,0.2918413,-0.34806272,0.024480857,-0.5871323,0.1710473,-0.13516924,-0.33995292,-0.69102573,0.22093901,-0.2330265,0.08013404,-0.26293477,-0.06039957,0.016442792,0.08214436,0.062119167,0.6955236,0.54803145,-0.37943634,0.010379951,0.010218731,-0.43872815,-0.10357456,-0.0142196445,-0.28093955,0.0671891,-0.4196662,0.08727062,0.20514971,-0.44973168,0.17513648,0.03356415,0.057864908,-0.28337637,-0.33381048,-0.16414975,0.10211369,0.5267356,-0.2506157,0.15773791,0.15979387,0.018027475,-0.29654738,-0.056126945,0.3464862,0.24771453,0.021348964,0.3357317,-0.29028088,0.095126756,0.13583243,-0.09903327,0.23775949,0.18195735,0.04189266,-0.3043246,-0.0023030823,0.5703797,0.4037327
Apelin signaling pathway,-0.14434752,0.079606384,-0.24395837,0.18036067,-0.15778312,-0.01344408,-0.10264089,0.23974702,-0.31094047,-0.30938026,0.4322164,-0.31073323,0.091311924,-0.06380282,-0.52557737,0.2125272,-0.096293055,-0.071812466,0.14858213,0.397754,0.5254612,0.21689366,-0.42441413,-0.19352056,0.08074498,0.13406171,-0.009031761,0.037565403,-0.27666244,-0.31312132,0.58187395,0.015061586,0.3234633,0.10983413,-0.13903329,-0.36095765,0.46274212,-0.39244497,0.31414953,0.12665969,0.08534183,-0.063075915,0.14640644,0.26815972,-0.12411707,-0.28226888,0.31741998,0.11077378,-0.14945309,0.21814768,1.0695076,-0.32761607,0.2093788,0.09460906,0.35354212,-0.32069305,0.30231503,-0.49643895,-0.029236253,0.17790323,-0.043762878,-0.26260448,-0.4414064,-0.20227867
"Parathyroid hormone synthesis, secretion and action",-0.30168408,0.29029313,0.16091703,0.62284636,-0.32623982,-0.23526673,0.3602593,0.2842636,-0.58975345,-0.057940267,0.32743278,-0.4707202,-0.24240103,0.017410072,-0.2499446,0.16267234,-0.24034865,-0.026858719,0.18077065,0.23884313,0.15950426,-0.0562673,-0.27003145,-0.1332079,0.18790898,0.027916502,-0.18745372,-0.042400435,-0.1840336,-0.24279782,0.5963817,0.17984092,0.12663889,0.45812726,-0.18027583,-0.1167629,0.2176036,-0.16173919,0.625499,0.52564925,0.13021557,-0.13364927,0.1323994,0.14492483,-0.14667375,0.25153485,0.49634534,-0.030067133,-0.013802036,0.20777568,0.8043475,-0.1439243,0.19588584,-0.061329454,0.61893785,-0.11431582,0.578508,-0.3086126,-0.1463169,-0.09530141,0.43294126,-0.21839306,-0.12570734,-0.2710436
Phospholipase D signaling pathway,-0.5182282,0.116142474,-0.5218493,0.21527001,-0.21589164,0.038422063,-0.1723332,0.14360888,-0.6094171,0.08046298,0.22845614,-0.23218766,-0.2773997,0.15408279,-0.035765246,-0.059017755,-0.01376405,-0.1611311,0.22996508,0.29118127,0.16717675,-0.10813254,-0.113119796,-0.20341319,0.31287962,0.2606761,-0.10094099,-0.021679088,-0.23768044,-0.30356854,0.37183014,0.006467748,0.33769047,0.05458432,-0.17726865,-0.15116143,0.11454123,-0.39556324,0.24172391,0.1983303,0.08103053,0.23189557,-0.32897288,-0.19773398,-0.5070409,0.12069951,0.071332,-0.08478436,-0.09244324,0.25942954,0.8967782,-0.0001326416,0.5152634,0.11718526,0.29704383,-0.26116356,0.44766188,-0.3143275,0.100657016,0.36452517,-0.14783908,0.06343404,-0.23683022,-0.24054451
Platelet activation,-0.50096583,-0.1590539,-0.45171672,0.18496974,-0.055091318,-0.242435,0.28921518,0.1991024,-0.53405756,-0.0028857072,0.29486078,-0.324796,-0.09863466,0.061239522,-0.23550402,-0.07253339,-0.071150735,-0.11587523,0.12562777,0.5054157,0.13281447,-0.02540491,-0.18998097,-0.017927991,0.45764717,0.16821255,0.09075005,0.11136893,-0.19278541,-0.40952897,0.25801918,-0.16476056,0.21230964,-0.09851691,-0.4180866,-0.31951496,0.33032155,-0.30296487,0.119464725,0.52700293,0.036887754,-0.15847923,-0.077528946,-0.036414795,-0.17221938,0.12342242,-0.0396191,-0.054864645,-0.1603688,0.14648814,0.95392394,-0.185006,0.1918399,-0.2163395,0.5404331,-0.4360146,0.27966103,-0.7211422,0.07471244,0.21385926,-0.12078764,-0.27954164,-0.5805253,-0.28416255
Thyroid hormone signaling pathway,-0.30377865,-0.06862473,0.11832808,0.05402269,0.0032577466,-0.2134297,0.16119398,0.0057544573,-0.69582963,0.07898565,0.33212337,-0.69885755,0.17893516,-0.051320057,-0.32662997,0.18894093,-0.28670436,-0.18499264,-0.17178929,0.38451993,0.15614636,0.029955955,-0.4365452,-0.27495807,0.05282225,-0.21409698,-0.08014889,0.11929056,-0.014970407,-0.46818382,0.31815374,0.2677281,-0.04246956,0.2309395,-0.1101437,-0.023480106,0.15680909,-0.026153352,0.3029894,0.057848014,-0.043958746,-0.06640289,0.41929677,0.4226542,-0.21638554,0.3540382,0.3137537,0.009505837,0.089520745,0.13899973,0.8261169,-0.35503048,0.7866361,-0.2716057,0.38517284,-0.59156483,0.38827184,-0.23951885,0.04893627,-0.13103239,0.0065715485,-0.1325271,-0.40487427,-0.36202392
Vascular smooth muscle contraction,-0.33922225,0.24200945,-0.35782194,0.27912152,0.045038328,0.071937695,-0.34670144,0.34343702,-0.67232555,0.06559974,0.20954663,-0.22821765,0.098038495,-0.09941538,-0.24095838,-0.17506285,-0.23750657,-0.07935123,0.3926738,0.025517128,0.4744913,0.12438962,-0.17296377,-0.09813276,0.30635348,0.11907261,-0.08496418,0.21640378,-0.080731526,-0.25348958,0.5565748,0.035212647,0.036221795,0.030622102,-0.14394641,-0.19936742,0.39952996,-0.5298451,0.2654107,0.2928474,0.32320434,0.2195898,0.031409483,-0.14995848,-0.039443575,0.29197082,0.07518738,0.1649669,-0.34112367,0.2915686,1.2138808,-0.04945919,0.17533466,0.3162551,0.033310845,-0.2584264,0.36890766,-0.18461715,0.16076016,0.3144708,0.00042847465,-0.40503362,-0.25536904,-0.22559033
